latitude,longitude,price_per_gallon,name
36.716862,-118.787594,4.615,Hub corridor stop (2-11)
35.861944,-116.714370,4.733,Hub corridor stop (2-11)
35.729667,-115.169150,4.562,Hub corridor stop (2-11)
34.982894,-113.118057,2.676,Hub corridor stop (2-11)
34.564758,-110.377215,3.225,Hub corridor stop (2-11)
33.328418,-108.675149,3.187,Hub corridor stop (2-11)
33.159614,-106.327840,3.001,Hub corridor stop (2-11)
32.607901,-103.763165,3.036,Hub corridor stop (2-11)
31.957675,-101.764174,4.447,Hub corridor stop (2-11)
31.160641,-99.343215,4.463,Hub corridor stop (2-11)
30.638722,-97.806135,4.243,Hub corridor stop (2-11)
37.546547,-120.920559,3.659,Hub corridor stop (2-12)
37.442994,-119.295155,3.258,Hub corridor stop (2-12)
36.589183,-117.619516,3.784,Hub corridor stop (2-12)
36.066322,-115.274743,2.982,Hub corridor stop (2-12)
35.969509,-113.196978,3.891,Hub corridor stop (2-12)
35.829706,-111.589598,4.584,Hub corridor stop (2-12)
35.153408,-109.039440,4.180,Hub corridor stop (2-12)
35.014376,-107.158498,3.613,Hub corridor stop (2-12)
34.698553,-105.378311,4.115,Hub corridor stop (2-12)
34.071556,-103.370699,4.052,Hub corridor stop (2-12)
33.704224,-100.508240,3.410,Hub corridor stop (2-12)
33.513755,-98.837229,3.765,Hub corridor stop (2-12)
37.452533,-120.727513,4.302,Hub corridor stop (2-13)
36.421010,-117.497342,4.632,Hub corridor stop (2-13)
35.278571,-113.996800,3.859,Hub corridor stop (2-13)
34.600606,-110.856019,3.651,Hub corridor stop (2-13)
33.395820,-107.168839,4.551,Hub corridor stop (2-13)
32.344110,-103.544295,3.579,Hub corridor stop (2-13)
31.530660,-100.666520,3.815,Hub corridor stop (2-13)
30.899477,-96.943737,4.471,Hub corridor stop (2-13)
29.487551,-93.869247,3.338,Hub corridor stop (2-13)
28.705384,-90.205085,4.454,Hub corridor stop (2-13)
27.361848,-86.747807,4.687,Hub corridor stop (2-13)
26.754537,-83.975278,3.341,Hub corridor stop (2-13)
37.227952,-120.796883,4.769,Hub corridor stop (2-14)
37.367872,-117.713418,4.465,Hub corridor stop (2-14)
37.256596,-114.712554,4.068,Hub corridor stop (2-14)
36.736418,-111.593845,4.022,Hub corridor stop (2-14)
36.452261,-108.986845,4.184,Hub corridor stop (2-14)
35.974020,-105.449177,2.883,Hub corridor stop (2-14)
35.458341,-103.059792,4.431,Hub corridor stop (2-14)
35.649218,-99.460414,3.498,Hub corridor stop (2-14)
35.263115,-96.300162,3.943,Hub corridor stop (2-14)
34.545818,-93.693700,3.620,Hub corridor stop (2-14)
34.266078,-90.535416,4.126,Hub corridor stop (2-14)
34.374773,-87.831356,3.955,Hub corridor stop (2-14)
37.509081,-120.493313,4.514,Hub corridor stop (2-15)
37.963501,-116.596733,3.677,Hub corridor stop (2-15)
37.661251,-113.444471,4.012,Hub corridor stop (2-15)
38.398348,-109.279594,3.744,Hub corridor stop (2-15)
38.121220,-106.439861,4.132,Hub corridor stop (2-15)
38.071706,-102.764512,2.686,Hub corridor stop (2-15)
38.017044,-98.655115,2.930,Hub corridor stop (2-15)
38.780724,-95.560575,4.650,Hub corridor stop (2-15)
38.285142,-91.993301,4.305,Hub corridor stop (2-15)
38.455037,-87.718498,3.081,Hub corridor stop (2-15)
38.411129,-84.051479,4.291,Hub corridor stop (2-15)
39.065463,-80.460750,2.844,Hub corridor stop (2-15)
38.011831,-119.810418,3.709,Hub corridor stop (2-16)
38.430091,-116.831146,4.868,Hub corridor stop (2-16)
38.514527,-113.176459,2.684,Hub corridor stop (2-16)
38.703000,-108.578039,2.833,Hub corridor stop (2-16)
38.700288,-104.784078,3.032,Hub corridor stop (2-16)
39.320253,-101.129808,2.787,Hub corridor stop (2-16)
39.209904,-97.176965,3.659,Hub corridor stop (2-16)
39.661456,-93.690944,4.484,Hub corridor stop (2-16)
39.676958,-89.367888,4.098,Hub corridor stop (2-16)
39.950279,-85.728052,4.458,Hub corridor stop (2-16)
40.554181,-81.495982,3.954,Hub corridor stop (2-16)
40.332440,-78.274498,4.890,Hub corridor stop (2-16)
38.146446,-119.556707,3.414,Hub corridor stop (2-17)
38.399200,-115.826437,4.562,Hub corridor stop (2-17)
38.762736,-112.319562,3.636,Hub corridor stop (2-17)
39.330443,-108.149451,4.225,Hub corridor stop (2-17)
39.496819,-103.573116,4.507,Hub corridor stop (2-17)
39.640705,-100.269263,3.255,Hub corridor stop (2-17)
40.104954,-95.633961,4.527,Hub corridor stop (2-17)
40.797225,-92.015033,4.566,Hub corridor stop (2-17)
41.111063,-87.163775,3.965,Hub corridor stop (2-17)
41.101346,-83.069356,4.506,Hub corridor stop (2-17)
41.755715,-78.904206,3.448,Hub corridor stop (2-17)
41.702828,-75.119433,4.484,Hub corridor stop (2-17)
37.674086,-119.831524,4.793,Hub corridor stop (2-18)
37.850047,-116.652688,4.209,Hub corridor stop (2-18)
38.186166,-113.232633,3.236,Hub corridor stop (2-18)
38.560450,-108.925726,3.707,Hub corridor stop (2-18)
38.270263,-105.131971,4.426,Hub corridor stop (2-18)
38.546095,-101.555921,4.713,Hub corridor stop (2-18)
39.176870,-97.827543,3.746,Hub corridor stop (2-18)
39.144050,-94.346644,3.092,Hub corridor stop (2-18)
39.032221,-90.105586,3.484,Hub corridor stop (2-18)
39.475054,-86.593966,3.840,Hub corridor stop (2-18)
39.358474,-83.135737,4.943,Hub corridor stop (2-18)
39.690212,-79.300030,4.105,Hub corridor stop (2-18)
34.537693,-117.890491,4.024,Hub corridor stop (3-6)
34.626085,-116.635781,2.697,Hub corridor stop (3-6)
34.863105,-115.151656,4.642,Hub corridor stop (3-6)
35.634981,-114.472282,3.252,Hub corridor stop (3-6)
36.294954,-113.539121,4.827,Hub corridor stop (3-6)
36.741554,-112.125256,4.866,Hub corridor stop (3-6)
36.837237,-111.767849,3.112,Hub corridor stop (3-6)
37.240915,-110.666369,2.767,Hub corridor stop (3-6)
37.959526,-108.897788,3.704,Hub corridor stop (3-6)
38.687364,-107.802188,2.798,Hub corridor stop (3-6)
38.897928,-107.203187,2.926,Hub corridor stop (3-6)
39.605748,-106.269098,3.948,Hub corridor stop (3-6)
34.696923,-116.583987,4.190,Hub corridor stop (3-7)
35.288455,-115.292747,3.017,Hub corridor stop (3-7)
36.563358,-112.805416,3.160,Hub corridor stop (3-7)
36.788410,-111.469388,3.460,Hub corridor stop (3-7)
38.267344,-108.887253,4.576,Hub corridor stop (3-7)
38.542394,-106.995336,4.282,Hub corridor stop (3-7)
39.836193,-104.817893,2.778,Hub corridor stop (3-7)
40.358918,-103.027024,4.811,Hub corridor stop (3-7)
41.605430,-101.439271,4.010,Hub corridor stop (3-7)
42.536184,-99.615010,3.395,Hub corridor stop (3-7)
43.059611,-97.599863,3.757,Hub corridor stop (3-7)
43.871756,-95.498684,2.979,Hub corridor stop (3-7)
34.567845,-117.151652,4.300,Hub corridor stop (3-8)
34.777881,-114.987621,4.784,Hub corridor stop (3-8)
35.421767,-111.730341,4.644,Hub corridor stop (3-8)
36.515547,-109.996021,3.679,Hub corridor stop (3-8)
36.587415,-106.836795,4.587,Hub corridor stop (3-8)
37.585455,-104.816484,3.431,Hub corridor stop (3-8)
38.347811,-102.344688,4.095,Hub corridor stop (3-8)
38.497678,-100.125874,2.780,Hub corridor stop (3-8)
39.523419,-97.378211,2.983,Hub corridor stop (3-8)
40.259390,-95.187379,3.597,Hub corridor stop (3-8)
40.384937,-92.734028,4.581,Hub corridor stop (3-8)
41.136184,-90.377894,3.779,Hub corridor stop (3-8)
34.338807,-116.120954,2.913,Hub corridor stop (3-9)
35.380739,-114.418784,4.709,Hub corridor stop (3-9)
35.825836,-111.464077,3.748,Hub corridor stop (3-9)
36.220739,-108.606274,3.114,Hub corridor stop (3-9)
36.937708,-105.130537,4.946,Hub corridor stop (3-9)
37.992604,-103.118816,3.316,Hub corridor stop (3-9)
38.634724,-100.339058,4.321,Hub corridor stop (3-9)
38.875187,-96.694192,2.687,Hub corridor stop (3-9)
39.896972,-94.452313,2.972,Hub corridor stop (3-9)
39.995738,-91.194276,3.861,Hub corridor stop (3-9)
40.786802,-88.735740,4.748,Hub corridor stop (3-9)
41.471849,-85.797426,2.968,Hub corridor stop (3-9)
34.080666,-116.817044,4.287,Hub corridor stop (3-10)
34.445598,-115.782548,2.851,Hub corridor stop (3-10)
35.137689,-113.514748,3.280,Hub corridor stop (3-10)
35.259722,-111.516282,4.278,Hub corridor stop (3-10)
36.087409,-109.649624,3.115,Hub corridor stop (3-10)
35.969087,-107.621612,3.589,Hub corridor stop (3-10)
36.832059,-106.338013,4.514,Hub corridor stop (3-10)
36.965354,-103.736923,4.638,Hub corridor stop (3-10)
37.479612,-102.587531,4.743,Hub corridor stop (3-10)
37.871930,-99.923412,3.262,Hub corridor stop (3-10)
38.072337,-98.066555,3.494,Hub corridor stop (3-10)
38.460342,-96.587759,4.018,Hub corridor stop (3-10)
33.490858,-117.082164,3.675,Hub corridor stop (3-11)
33.548122,-115.840137,4.294,Hub corridor stop (3-11)
33.415415,-113.339995,3.388,Hub corridor stop (3-11)
32.998327,-111.945758,4.378,Hub corridor stop (3-11)
32.199998,-109.673573,4.844,Hub corridor stop (3-11)
32.160170,-108.167201,3.870,Hub corridor stop (3-11)
31.846596,-106.780653,4.875,Hub corridor stop (3-11)
31.283709,-104.805206,2.886,Hub corridor stop (3-11)
30.959097,-102.404010,2.719,Hub corridor stop (3-11)
30.507962,-100.680465,3.099,Hub corridor stop (3-11)
30.109469,-98.940166,3.976,Hub corridor stop (3-11)
30.119782,-97.017331,2.887,Hub corridor stop (3-11)
34.247093,-116.975977,2.754,Hub corridor stop (3-12)
33.635274,-115.675863,3.802,Hub corridor stop (3-12)
33.642836,-114.294526,3.583,Hub corridor stop (3-12)
33.440928,-112.155993,4.631,Hub corridor stop (3-12)
33.346074,-110.457331,4.367,Hub corridor stop (3-12)
33.256006,-108.513740,4.806,Hub corridor stop (3-12)
33.311061,-107.162980,4.581,Hub corridor stop (3-12)
33.304831,-105.469610,4.815,Hub corridor stop (3-12)
33.378695,-103.805250,3.203,Hub corridor stop (3-12)
32.967378,-102.002184,4.907,Hub corridor stop (3-12)
33.193845,-99.856978,4.525,Hub corridor stop (3-12)
33.122081,-98.914538,3.840,Hub corridor stop (3-12)
33.958178,-115.950205,3.223,Hub corridor stop (3-13)
33.002835,-113.558051,3.488,Hub corridor stop (3-13)
32.415659,-111.020982,3.646,Hub corridor stop (3-13)
31.734202,-108.020423,2.971,Hub corridor stop (3-13)
31.396407,-104.296094,4.805,Hub corridor stop (3-13)
30.497628,-101.222522,4.684,Hub corridor stop (3-13)
30.010390,-98.875776,4.126,Hub corridor stop (3-13)
28.913940,-95.251965,3.279,Hub corridor stop (3-13)
28.444238,-91.986463,4.079,Hub corridor stop (3-13)
27.576827,-89.305981,3.647,Hub corridor stop (3-13)
27.403786,-86.471333,3.352,Hub corridor stop (3-13)
26.528204,-83.577609,4.017,Hub corridor stop (3-13)
34.356299,-116.538514,3.267,Hub corridor stop (3-14)
33.992308,-114.150568,2.991,Hub corridor stop (3-14)
33.728304,-111.804328,3.325,Hub corridor stop (3-14)
33.901885,-108.954628,3.210,Hub corridor stop (3-14)
33.654541,-106.013965,4.581,Hub corridor stop (3-14)
33.995759,-103.284031,4.146,Hub corridor stop (3-14)
33.685370,-100.449412,3.710,Hub corridor stop (3-14)
33.903901,-97.828760,3.729,Hub corridor stop (3-14)
33.713377,-95.453795,3.160,Hub corridor stop (3-14)
33.830483,-92.618513,3.997,Hub corridor stop (3-14)
33.455827,-89.937524,4.632,Hub corridor stop (3-14)
33.590235,-87.045468,3.780,Hub corridor stop (3-14)
34.144324,-115.744601,3.330,Hub corridor stop (3-15)
34.825290,-113.606174,2.804,Hub corridor stop (3-15)
35.283091,-110.056352,2.793,Hub corridor stop (3-15)
35.333121,-106.759889,4.341,Hub corridor stop (3-15)
35.526471,-103.656602,4.856,Hub corridor stop (3-15)
36.355446,-100.423639,3.425,Hub corridor stop (3-15)
36.473518,-96.658354,4.067,Hub corridor stop (3-15)
37.210195,-93.230546,3.841,Hub corridor stop (3-15)
37.520737,-90.004125,4.397,Hub corridor stop (3-15)
37.724667,-86.670084,4.280,Hub corridor stop (3-15)
38.420693,-83.965443,4.653,Hub corridor stop (3-15)
38.171827,-80.094334,3.997,Hub corridor stop (3-15)
34.383748,-115.615347,3.966,Hub corridor stop (3-16)
34.794009,-112.679858,4.657,Hub corridor stop (3-16)
35.459454,-109.504554,3.690,Hub corridor stop (3-16)
35.887700,-105.656389,3.324,Hub corridor stop (3-16)
36.373495,-102.268312,3.534,Hub corridor stop (3-16)
36.858260,-98.520742,4.604,Hub corridor stop (3-16)
37.515397,-95.290468,3.074,Hub corridor stop (3-16)
37.911383,-92.020588,3.973,Hub corridor stop (3-16)
38.638516,-88.532927,4.766,Hub corridor stop (3-16)
38.990963,-84.313997,4.578,Hub corridor stop (3-16)
39.968238,-81.350153,3.631,Hub corridor stop (3-16)
40.467353,-77.985393,2.759,Hub corridor stop (3-16)
34.513049,-115.886856,4.767,Hub corridor stop (3-17)
35.240585,-112.546874,4.946,Hub corridor stop (3-17)
35.725994,-108.791201,4.226,Hub corridor stop (3-17)
36.301074,-105.160015,4.018,Hub corridor stop (3-17)
36.938819,-100.854062,4.206,Hub corridor stop (3-17)
37.725350,-97.843318,3.511,Hub corridor stop (3-17)
38.302934,-93.652399,3.970,Hub corridor stop (3-17)
39.302825,-89.514796,3.769,Hub corridor stop (3-17)
39.659686,-86.045892,4.941,Hub corridor stop (3-17)
40.256500,-82.356127,4.527,Hub corridor stop (3-17)
40.800342,-78.772198,4.900,Hub corridor stop (3-17)
41.923689,-74.822350,2.904,Hub corridor stop (3-17)
34.623378,-115.918877,4.537,Hub corridor stop (3-18)
35.103422,-112.724951,3.618,Hub corridor stop (3-18)
34.991760,-109.817066,3.827,Hub corridor stop (3-18)
35.707733,-106.462423,3.070,Hub corridor stop (3-18)
36.267413,-102.642625,3.462,Hub corridor stop (3-18)
36.994000,-99.166299,2.747,Hub corridor stop (3-18)
37.058400,-95.584008,3.356,Hub corridor stop (3-18)
37.725929,-92.843078,3.350,Hub corridor stop (3-18)
38.303983,-88.872740,4.187,Hub corridor stop (3-18)
38.324159,-85.505965,3.922,Hub corridor stop (3-18)
38.844749,-81.925630,3.872,Hub corridor stop (3-18)
39.828545,-78.544459,3.596,Hub corridor stop (3-18)
32.801926,-116.861466,4.397,Hub corridor stop (4-6)
33.283172,-116.060511,3.042,Hub corridor stop (4-6)
34.136147,-114.436113,4.060,Hub corridor stop (4-6)
34.896900,-114.147372,2.679,Hub corridor stop (4-6)
35.433567,-112.939072,4.296,Hub corridor stop (4-6)
35.703731,-112.103475,3.263,Hub corridor stop (4-6)
36.087539,-110.468814,3.989,Hub corridor stop (4-6)
36.824026,-109.903765,3.537,Hub corridor stop (4-6)
37.179955,-108.533469,3.990,Hub corridor stop (4-6)
38.375289,-107.965615,4.076,Hub corridor stop (4-6)
38.439971,-107.348047,4.791,Hub corridor stop (4-6)
39.425621,-106.130650,4.717,Hub corridor stop (4-6)
33.549934,-116.142986,4.036,Hub corridor stop (4-7)
34.509172,-114.297571,4.834,Hub corridor stop (4-7)
34.988169,-112.481064,4.302,Hub corridor stop (4-7)
35.954067,-110.641950,4.663,Hub corridor stop (4-7)
37.119129,-108.295023,3.210,Hub corridor stop (4-7)
37.882451,-106.774260,3.079,Hub corridor stop (4-7)
39.422075,-104.923497,3.942,Hub corridor stop (4-7)
39.803380,-102.793065,3.537,Hub corridor stop (4-7)
40.986165,-101.302850,2.934,Hub corridor stop (4-7)
42.262974,-99.133941,3.213,Hub corridor stop (4-7)
42.799701,-97.283148,3.196,Hub corridor stop (4-7)
43.671273,-95.028841,3.435,Hub corridor stop (4-7)
32.932945,-115.499251,2.863,Hub corridor stop (4-8)
33.653955,-113.315837,2.944,Hub corridor stop (4-8)
34.508496,-110.952156,4.501,Hub corridor stop (4-8)
35.042627,-109.024709,4.312,Hub corridor stop (4-8)
35.927990,-106.117269,3.129,Hub corridor stop (4-8)
37.062813,-104.162981,3.173,Hub corridor stop (4-8)
37.447033,-102.136974,4.275,Hub corridor stop (4-8)
38.045672,-99.082664,4.001,Hub corridor stop (4-8)
38.853729,-97.308190,4.049,Hub corridor stop (4-8)
39.477903,-94.382161,2.932,Hub corridor stop (4-8)
40.421236,-92.316474,3.272,Hub corridor stop (4-8)
41.335329,-90.095968,4.162,Hub corridor stop (4-8)
33.243862,-115.625625,3.547,Hub corridor stop (4-9)
33.579810,-113.357922,4.607,Hub corridor stop (4-9)
34.513566,-110.191566,2.901,Hub corridor stop (4-9)
35.451489,-107.733482,3.801,Hub corridor stop (4-9)
36.035223,-105.270272,3.366,Hub corridor stop (4-9)
36.755105,-102.486849,4.298,Hub corridor stop (4-9)
37.563519,-99.508104,4.741,Hub corridor stop (4-9)
38.677618,-96.347440,4.631,Hub corridor stop (4-9)
38.996894,-94.163827,2.718,Hub corridor stop (4-9)
40.149369,-91.086223,3.458,Hub corridor stop (4-9)
40.731687,-88.361091,4.258,Hub corridor stop (4-9)
41.386039,-85.462981,3.460,Hub corridor stop (4-9)
33.125079,-116.318484,2.915,Hub corridor stop (4-10)
33.770660,-114.240552,4.289,Hub corridor stop (4-10)
33.670816,-113.058601,3.023,Hub corridor stop (4-10)
34.291881,-111.015232,3.526,Hub corridor stop (4-10)
34.691404,-109.201575,4.118,Hub corridor stop (4-10)
35.300430,-106.919281,3.961,Hub corridor stop (4-10)
36.187024,-105.638962,3.650,Hub corridor stop (4-10)
36.675129,-103.747465,2.652,Hub corridor stop (4-10)
37.290812,-101.556174,3.309,Hub corridor stop (4-10)
37.247612,-99.679667,4.047,Hub corridor stop (4-10)
37.761403,-98.421789,2.906,Hub corridor stop (4-10)
38.792986,-96.646075,4.753,Hub corridor stop (4-10)
32.742602,-116.444012,4.248,Hub corridor stop (4-11)
32.286609,-114.323338,4.556,Hub corridor stop (4-11)
31.971456,-113.171900,4.827,Hub corridor stop (4-11)
31.834999,-110.672348,4.241,Hub corridor stop (4-11)
31.818819,-109.019242,4.095,Hub corridor stop (4-11)
31.382314,-107.974057,4.256,Hub corridor stop (4-11)
31.128789,-105.818931,4.785,Hub corridor stop (4-11)
30.681871,-103.850590,2.750,Hub corridor stop (4-11)
30.848014,-102.067856,3.251,Hub corridor stop (4-11)
30.502154,-100.177239,4.116,Hub corridor stop (4-11)
30.264000,-99.081687,2.787,Hub corridor stop (4-11)
29.897302,-97.192630,3.113,Hub corridor stop (4-11)
32.586137,-116.469997,4.276,Hub corridor stop (4-12)
32.842254,-114.953323,3.206,Hub corridor stop (4-12)
32.738667,-113.137752,4.802,Hub corridor stop (4-12)
32.628803,-111.639717,4.685,Hub corridor stop (4-12)
32.486982,-109.773082,3.417,Hub corridor stop (4-12)
32.963315,-108.157462,4.399,Hub corridor stop (4-12)
32.515868,-106.421889,4.027,Hub corridor stop (4-12)
32.725125,-104.703097,4.562,Hub corridor stop (4-12)
32.487315,-103.503106,3.479,Hub corridor stop (4-12)
32.556563,-102.080085,3.296,Hub corridor stop (4-12)
32.554919,-99.873795,3.680,Hub corridor stop (4-12)
32.500912,-98.584104,3.728,Hub corridor stop (4-12)
32.272083,-115.611349,2.815,Hub corridor stop (4-13)
31.538790,-112.281869,4.376,Hub corridor stop (4-13)
31.033680,-109.571813,4.904,Hub corridor stop (4-13)
30.813137,-107.161774,3.774,Hub corridor stop (4-13)
30.166228,-104.131324,3.899,Hub corridor stop (4-13)
29.311751,-100.517007,4.132,Hub corridor stop (4-13)
29.189041,-97.545340,4.151,Hub corridor stop (4-13)
28.369288,-95.208130,2.969,Hub corridor stop (4-13)
27.656348,-91.774981,4.581,Hub corridor stop (4-13)
27.288081,-89.347271,4.118,Hub corridor stop (4-13)
27.116347,-85.722854,3.037,Hub corridor stop (4-13)
26.517252,-82.851989,4.357,Hub corridor stop (4-13)
32.646036,-115.806356,4.548,Hub corridor stop (4-14)
32.713805,-113.346655,3.918,Hub corridor stop (4-14)
32.830853,-110.308226,3.201,Hub corridor stop (4-14)
32.683901,-107.924449,4.095,Hub corridor stop (4-14)
33.311502,-105.177767,4.732,Hub corridor stop (4-14)
33.481806,-102.745994,3.799,Hub corridor stop (4-14)
33.013254,-100.299473,3.987,Hub corridor stop (4-14)
33.041843,-97.328054,3.026,Hub corridor stop (4-14)
33.378576,-94.452561,2.856,Hub corridor stop (4-14)
33.178968,-92.307992,3.089,Hub corridor stop (4-14)
33.739737,-90.079174,4.584,Hub corridor stop (4-14)
33.915065,-86.751621,3.629,Hub corridor stop (4-14)
32.873555,-115.009427,3.834,Hub corridor stop (4-15)
33.403526,-112.491394,3.659,Hub corridor stop (4-15)
34.070273,-108.842795,4.729,Hub corridor stop (4-15)
34.214445,-106.110158,3.669,Hub corridor stop (4-15)
34.989001,-102.853096,3.099,Hub corridor stop (4-15)
35.149489,-99.665127,3.709,Hub corridor stop (4-15)
36.265187,-95.928680,4.640,Hub corridor stop (4-15)
36.762658,-92.670944,4.076,Hub corridor stop (4-15)
37.143724,-90.272636,4.206,Hub corridor stop (4-15)
37.497644,-86.849373,3.964,Hub corridor stop (4-15)
38.233527,-83.474113,4.139,Hub corridor stop (4-15)
38.271398,-80.387768,4.686,Hub corridor stop (4-15)
32.785044,-115.283385,4.211,Hub corridor stop (4-16)
33.638493,-112.355802,4.169,Hub corridor stop (4-16)
34.225527,-108.457389,3.608,Hub corridor stop (4-16)
34.975873,-105.019338,3.562,Hub corridor stop (4-16)
35.324634,-101.912813,4.697,Hub corridor stop (4-16)
36.268104,-98.521811,4.633,Hub corridor stop (4-16)
36.701635,-95.084980,3.871,Hub corridor stop (4-16)
37.340040,-91.277690,3.924,Hub corridor stop (4-16)
37.962316,-87.750196,2.910,Hub corridor stop (4-16)
38.802725,-84.283614,2.835,Hub corridor stop (4-16)
39.368882,-81.294690,3.661,Hub corridor stop (4-16)
40.327466,-77.412901,4.294,Hub corridor stop (4-16)
33.377750,-115.202838,4.929,Hub corridor stop (4-17)
34.028148,-111.986952,4.559,Hub corridor stop (4-17)
34.568954,-108.236530,4.858,Hub corridor stop (4-17)
35.460255,-104.005002,2.965,Hub corridor stop (4-17)
36.380999,-100.962509,3.195,Hub corridor stop (4-17)
36.869879,-97.312478,4.017,Hub corridor stop (4-17)
37.529982,-93.368019,4.277,Hub corridor stop (4-17)
38.450523,-89.150015,4.079,Hub corridor stop (4-17)
39.534380,-85.754941,4.760,Hub corridor stop (4-17)
40.304986,-82.422223,4.364,Hub corridor stop (4-17)
40.705973,-78.197996,4.215,Hub corridor stop (4-17)
41.816489,-75.086626,3.508,Hub corridor stop (4-17)
33.243620,-114.658078,4.310,Hub corridor stop (4-18)
33.264581,-112.028177,2.879,Hub corridor stop (4-18)
34.197263,-108.489201,2.910,Hub corridor stop (4-18)
35.039782,-105.244552,3.236,Hub corridor stop (4-18)
35.106188,-102.090485,4.578,Hub corridor stop (4-18)
35.956897,-99.030685,2.698,Hub corridor stop (4-18)
36.206180,-95.052609,3.076,Hub corridor stop (4-18)
37.095812,-92.152529,4.230,Hub corridor stop (4-18)
37.553367,-88.924071,4.663,Hub corridor stop (4-18)
38.242648,-85.073648,4.509,Hub corridor stop (4-18)
39.108833,-82.322123,3.437,Hub corridor stop (4-18)
39.129301,-78.523275,4.658,Hub corridor stop (4-18)
36.558683,-115.050412,3.069,Hub corridor stop (5-6)
36.821025,-113.760299,3.553,Hub corridor stop (5-6)
36.866790,-113.417445,4.594,Hub corridor stop (5-6)
37.094695,-111.962222,4.055,Hub corridor stop (5-6)
37.157966,-111.639635,3.148,Hub corridor stop (5-6)
38.016181,-110.593719,2.750,Hub corridor stop (5-6)
37.794745,-109.987173,3.726,Hub corridor stop (5-6)
38.365410,-109.151007,3.463,Hub corridor stop (5-6)
38.251216,-108.166895,3.418,Hub corridor stop (5-6)
38.546927,-107.462713,4.919,Hub corridor stop (5-6)
38.849879,-106.932974,4.193,Hub corridor stop (5-6)
39.294523,-106.006256,3.800,Hub corridor stop (5-6)
36.443742,-113.983995,3.865,Hub corridor stop (5-7)
37.546720,-112.071860,2.728,Hub corridor stop (5-7)
37.973920,-110.521019,4.656,Hub corridor stop (5-7)
38.828121,-108.895064,4.110,Hub corridor stop (5-7)
39.244781,-107.461447,4.479,Hub corridor stop (5-7)
40.306345,-105.120109,4.217,Hub corridor stop (5-7)
40.612805,-103.527905,4.351,Hub corridor stop (5-7)
41.460875,-101.893231,3.456,Hub corridor stop (5-7)
42.194790,-100.349570,2.789,Hub corridor stop (5-7)
42.749955,-98.674072,4.923,Hub corridor stop (5-7)
43.555562,-96.884411,3.210,Hub corridor stop (5-7)
44.087538,-95.150672,2.962,Hub corridor stop (5-7)
36.110373,-113.430421,3.692,Hub corridor stop (5-8)
36.816747,-111.776746,3.346,Hub corridor stop (5-8)
37.079783,-110.028107,3.343,Hub corridor stop (5-8)
37.634143,-107.233011,3.918,Hub corridor stop (5-8)
38.531053,-105.379780,4.769,Hub corridor stop (5-8)
38.739849,-103.413371,3.061,Hub corridor stop (5-8)
39.194500,-100.395884,3.471,Hub corridor stop (5-8)
39.786927,-98.698357,4.647,Hub corridor stop (5-8)
39.748899,-96.446936,4.718,Hub corridor stop (5-8)
40.351242,-94.450415,2.703,Hub corridor stop (5-8)
40.729984,-92.240154,4.270,Hub corridor stop (5-8)
41.224264,-89.920984,3.111,Hub corridor stop (5-8)
36.550007,-113.207435,4.141,Hub corridor stop (5-9)
36.696978,-111.078020,4.865,Hub corridor stop (5-9)
37.472915,-109.099622,4.512,Hub corridor stop (5-9)
38.157981,-106.296436,2.964,Hub corridor stop (5-9)
38.169764,-103.552715,4.664,Hub corridor stop (5-9)
38.978885,-100.637841,3.138,Hub corridor stop (5-9)
39.252605,-98.226528,4.143,Hub corridor stop (5-9)
39.800522,-95.722333,3.427,Hub corridor stop (5-9)
40.049934,-93.393035,2.755,Hub corridor stop (5-9)
40.941058,-90.897292,3.787,Hub corridor stop (5-9)
41.414053,-88.399524,3.716,Hub corridor stop (5-9)
41.498000,-85.230560,3.948,Hub corridor stop (5-9)
36.657657,-114.511324,4.062,Hub corridor stop (5-10)
36.678370,-112.826206,2.865,Hub corridor stop (5-10)
36.515194,-111.349168,4.415,Hub corridor stop (5-10)
36.703152,-109.100048,3.623,Hub corridor stop (5-10)
37.251691,-107.658128,3.926,Hub corridor stop (5-10)
37.569164,-106.001460,3.411,Hub corridor stop (5-10)
37.862154,-104.665928,4.286,Hub corridor stop (5-10)
38.112096,-102.554687,3.361,Hub corridor stop (5-10)
38.352988,-100.728538,3.692,Hub corridor stop (5-10)
38.241332,-99.492298,4.814,Hub corridor stop (5-10)
38.373237,-98.310256,3.744,Hub corridor stop (5-10)
38.974069,-95.976749,3.484,Hub corridor stop (5-10)
36.192093,-114.395949,4.390,Hub corridor stop (5-11)
35.113699,-113.192244,2.959,Hub corridor stop (5-11)
34.580116,-111.184134,3.927,Hub corridor stop (5-11)
34.152514,-109.208427,3.491,Hub corridor stop (5-11)
33.617001,-108.312914,4.347,Hub corridor stop (5-11)
33.644740,-106.745128,2.717,Hub corridor stop (5-11)
33.031634,-105.091073,4.909,Hub corridor stop (5-11)
32.323456,-103.155287,3.442,Hub corridor stop (5-11)
32.021814,-101.732111,3.395,Hub corridor stop (5-11)
31.581130,-100.467576,4.337,Hub corridor stop (5-11)
30.481727,-98.402086,3.574,Hub corridor stop (5-11)
30.528001,-97.347413,3.948,Hub corridor stop (5-11)
35.937189,-113.845443,4.823,Hub corridor stop (5-12)
35.851702,-113.186989,3.229,Hub corridor stop (5-12)
35.324885,-111.530825,3.182,Hub corridor stop (5-12)
